component_index,thread_size,thread_depth,component_total_nodes,external_node_count,reply_messages,messages_receiving_replies,root_message_id,root_in_dataset,root_preview,first_timestamp,last_timestamp,top_replied_message_id,top_replied_count,is_isolated,component_nodes,dataset_message_ids,thread_rank,thread_label
22,1,0,1,0,0,0,184262,True,Two pharmacists killed as US-Israeli aggression targets 25 Iranian pharma units in 40 days American and...,2026-04-07 11:20:11+00:00,2026-04-07 11:20:11+00:00,184262,0,True,"(184262,)","(184262,)",105,T105
24,1,0,1,0,0,0,184265,True,Australia detains former trooper over war crimes in Afghanistan War Australian authorities have arrested a...,2026-04-07 11:32:12+00:00,2026-04-07 11:32:12+00:00,184265,0,True,"(184265,)","(184265,)",106,T106
25,1,0,1,0,0,0,184266,True,"Wave 99: IRGC pounds US petchem sites, vows 'no restraint’ if Iranian infrastructure hit The Islamic...",2026-04-07 11:50:04+00:00,2026-04-07 11:50:04+00:00,184266,0,True,"(184266,)","(184266,)",107,T107
26,1,0,1,0,0,0,184269,True,Israeli forces attacked Tabriz-Hashtrood bridge in Northwestern Iran. @PressTV,2026-04-07 12:08:17+00:00,2026-04-07 12:08:17+00:00,184269,0,True,"(184269,)","(184269,)",108,T108
27,1,0,1,0,0,0,184270,True,"How Iran’s air defences turned April 3 into 'blackest day' in US military aviation history On April 3,...",2026-04-07 12:15:11+00:00,2026-04-07 12:15:11+00:00,184270,0,True,"(184270,)","(184270,)",109,T109
28,1,0,1,0,0,0,184272,True,Pezeshkian joins over 14 million—and counting—in pledging lives for homeland President Masoud Pezeshkian...,2026-04-07 12:40:03+00:00,2026-04-07 12:40:03+00:00,184272,0,True,"(184272,)","(184272,)",110,T110
29,1,0,1,0,0,0,184273,True,Former U.S. Congresswoman Cynthia McKinney says that almost everyone in the U.S. at this moment knows that...,2026-04-07 12:45:14+00:00,2026-04-07 12:45:14+00:00,184273,0,True,"(184273,)","(184273,)",111,T111
30,1,0,1,0,0,0,184274,True,Just imagine if this attack on a synagogue and its complete destruction had been carried out by anyone...,2026-04-07 12:50:08+00:00,2026-04-07 12:50:08+00:00,184274,0,True,"(184274,)","(184274,)",112,T112
31,1,0,1,0,0,0,184275,True,(media-only message),2026-04-07 12:50:08+00:00,2026-04-07 12:50:08+00:00,184275,0,True,"(184275,)","(184275,)",113,T113
32,1,0,1,0,0,0,184276,True,"Handala published a photo of the design team of the Israeli ""Hermes"" drone The Handala cyber group for the...",2026-04-07 13:01:44+00:00,2026-04-07 13:01:44+00:00,184276,0,True,"(184276,)","(184276,)",114,T114
33,1,0,1,0,0,0,184277,True,Ayatollah Makarem Shirazi calls for unity and steadfastness in ‘sacred resistance’ against enemy Grand...,2026-04-07 13:10:00+00:00,2026-04-07 13:10:00+00:00,184277,0,True,"(184277,)","(184277,)",115,T115
34,1,0,1,0,0,0,184278,True,WATCH Press TV's full interview with Former US Congresswoman Cynthia McKinney amid the US-Israeli war on...,2026-04-07 13:11:10+00:00,2026-04-07 13:11:10+00:00,184278,0,True,"(184278,)","(184278,)",116,T116
35,1,0,1,0,0,0,184280,True,Iranian patriots form human chain on the White Bridge of Ahvaz in southern Iran following American-Israeli...,2026-04-07 13:25:04+00:00,2026-04-07 13:25:04+00:00,184280,0,True,"(184280,)","(184280,)",117,T117
36,1,0,1,0,0,0,184281,True,Former Rep. Marjorie Taylor Greene requests 25TH amendment to be activated following Trump's war crime...,2026-04-07 13:46:01+00:00,2026-04-07 13:46:01+00:00,184281,0,True,"(184281,)","(184281,)",118,T118
37,1,0,1,0,0,0,184282,True,Iranian synagogue destroyed in US-Israeli overnight airstrike on Tehran A historic synagogue belonging to...,2026-04-07 13:48:26+00:00,2026-04-07 13:48:26+00:00,184282,0,True,"(184282,)","(184282,)",119,T119
38,1,0,1,0,0,0,184284,True,"In letter to US counterparts, Iranian psychologists call for dialogue on Trump's mental health A group of...",2026-04-07 13:53:33+00:00,2026-04-07 13:53:33+00:00,184284,0,True,"(184284,)","(184284,)",120,T120
39,1,0,1,0,0,0,184285,True,Iran successfully destroys 5 Tomahawk missiles and one cruise missile in Qazvin province. IRGC Public...,2026-04-07 14:04:23+00:00,2026-04-07 14:04:23+00:00,184285,0,True,"(184285,)","(184285,)",121,T121
40,1,0,1,0,0,0,184286,True,"Iranian musician Ali Ghamsari, for the second consecutive day, played ""Vatan (Homeland)"" near the Damavand...",2026-04-07 14:15:03+00:00,2026-04-07 14:15:03+00:00,184286,0,True,"(184286,)","(184286,)",122,T122
41,1,0,1,0,0,0,184287,True,A bridge in Mianeh in Northwestern Iran was bombed and destroyed by the Israeli regime. @PressTV,2026-04-07 14:25:02+00:00,2026-04-07 14:25:02+00:00,184287,0,True,"(184287,)","(184287,)",123,T123
42,1,0,1,0,0,0,184288,True,Iranians gather on bridges and power generation stations across the country to prevent them from being...,2026-04-07 14:33:41+00:00,2026-04-07 14:33:41+00:00,184288,0,True,"(184288,)","(184288,)",124,T124
43,1,0,1,0,0,0,184289,True,The US and Israel have attacked a synagogue in a Jewish neighborhood in central Tehran. Press TV's Moeen...,2026-04-07 14:40:00+00:00,2026-04-07 14:40:00+00:00,184289,0,True,"(184289,)","(184289,)",125,T125
44,1,0,1,0,0,0,184290,True,Brooklyn Congressman Hakeem Jeffries joins the growing number of American politicians calling for...,2026-04-07 14:44:23+00:00,2026-04-07 14:44:23+00:00,184290,0,True,"(184290,)","(184290,)",126,T126
45,1,0,1,0,0,0,184291,True,"🔸Jews of Iran - Part 1🔸 Iranian Jews Speak: Faith, Rights, and Misconceptions Inside a Jewish congregation...",2026-04-07 14:51:21+00:00,2026-04-07 14:51:21+00:00,184291,0,True,"(184291,)","(184291,)",127,T127
46,1,0,1,0,0,0,184292,True,All the electricity infrastructure data of the Zionist regime has been released. 🔹 The Handala hacker group...,2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184292,0,True,"(184292,)","(184292,)",128,T128
47,1,0,1,0,0,0,184293,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184293,0,True,"(184293,)","(184293,)",129,T129
48,1,0,1,0,0,0,184294,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184294,0,True,"(184294,)","(184294,)",130,T130
49,1,0,1,0,0,0,184295,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184295,0,True,"(184295,)","(184295,)",131,T131
50,1,0,1,0,0,0,184296,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184296,0,True,"(184296,)","(184296,)",132,T132
51,1,0,1,0,0,0,184297,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184297,0,True,"(184297,)","(184297,)",133,T133
52,1,0,1,0,0,0,184298,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184298,0,True,"(184298,)","(184298,)",134,T134
53,1,0,1,0,0,0,184299,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184299,0,True,"(184299,)","(184299,)",135,T135
54,1,0,1,0,0,0,184300,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184300,0,True,"(184300,)","(184300,)",136,T136
55,1,0,1,0,0,0,184301,True,(media-only message),2026-04-07 14:52:26+00:00,2026-04-07 14:52:26+00:00,184301,0,True,"(184301,)","(184301,)",137,T137
56,1,0,1,0,0,0,184302,True,Congresswoman Rashida Tlaib demands activation of 25th amendment against Trump: After bombing a school and...,2026-04-07 14:59:01+00:00,2026-04-07 14:59:01+00:00,184302,0,True,"(184302,)","(184302,)",138,T138
58,1,0,1,0,0,0,184304,True,Israel’s air defenses overwhelmed by cluster-warhead Iranian missiles: Reports Iran’s changing tactics in...,2026-04-07 15:20:02+00:00,2026-04-07 15:20:02+00:00,184304,0,True,"(184304,)","(184304,)",139,T139
59,1,0,1,0,0,0,184305,True,"Iran’s air defenses turned April 3, 2026 into ‘blackest day’ in US military aviation history. @PressTV",2026-04-07 15:26:08+00:00,2026-04-07 15:26:08+00:00,184305,0,True,"(184305,)","(184305,)",140,T140
61,1,0,1,0,0,0,184307,True,(media-only message),2026-04-07 15:41:42+00:00,2026-04-07 15:41:42+00:00,184307,0,True,"(184307,)","(184307,)",141,T141
62,1,0,1,0,0,0,184308,True,(media-only message),2026-04-07 15:41:42+00:00,2026-04-07 15:41:42+00:00,184308,0,True,"(184308,)","(184308,)",142,T142
63,1,0,1,0,0,0,184309,True,(media-only message),2026-04-07 15:41:42+00:00,2026-04-07 15:41:42+00:00,184309,0,True,"(184309,)","(184309,)",143,T143
64,1,0,1,0,0,0,184310,True,(media-only message),2026-04-07 15:41:42+00:00,2026-04-07 15:41:42+00:00,184310,0,True,"(184310,)","(184310,)",144,T144
65,1,0,1,0,0,0,184311,True,(media-only message),2026-04-07 15:41:42+00:00,2026-04-07 15:41:42+00:00,184311,0,True,"(184311,)","(184311,)",145,T145
66,1,0,1,0,0,0,184312,True,(media-only message),2026-04-07 15:41:42+00:00,2026-04-07 15:41:42+00:00,184312,0,True,"(184312,)","(184312,)",146,T146
67,1,0,1,0,0,0,184313,True,Bahrain's anti-Iran draft resolution on reopening the Strait of Hormuz was rejected at the UN Security...,2026-04-07 15:45:19+00:00,2026-04-07 15:45:19+00:00,184313,0,True,"(184313,)","(184313,)",147,T147
68,1,0,1,0,0,0,184314,True,"IRGC intelligence's official account on X: 03:30 Tehran Time, the leaders of the region will say to him...",2026-04-07 15:56:58+00:00,2026-04-07 15:56:58+00:00,184314,0,True,"(184314,)","(184314,)",148,T148
69,1,0,1,0,0,0,184316,True,The moment Bahrain's anti-Iran draft resolution on reopening the Strait of Hormuz was rejected at the UN...,2026-04-07 16:08:26+00:00,2026-04-07 16:08:26+00:00,184316,0,True,"(184316,)","(184316,)",149,T149
70,1,0,1,0,0,0,184317,True,IRGC commander declares ‘new phase’ of reprisal attacks against aggressors Commander of the IRGC Aerospace...,2026-04-07 16:17:48+00:00,2026-04-07 16:17:48+00:00,184317,0,True,"(184317,)","(184317,)",150,T150
72,1,0,1,0,0,0,184319,True,Three killed as Israeli consulate attacked in Turkish city of Istanbul At least three people have been...,2026-04-07 16:30:29+00:00,2026-04-07 16:30:29+00:00,184319,0,True,"(184319,)","(184319,)",151,T151
73,1,0,1,0,0,0,184321,True,"🔺 “We regard China and Russia as our natural and reliable partners” According to Manouchehr Mottaki, China...",2026-04-07 16:44:51+00:00,2026-04-07 16:44:51+00:00,184321,0,True,"(184321,)","(184321,)",152,T152
74,1,0,1,0,0,0,184322,True,"Iran’s Army pounds Israeli petrochemical plants near Dimona, US bases in UAE, Kuwait Iran’s Army launched...",2026-04-07 16:50:42+00:00,2026-04-07 16:50:42+00:00,184322,0,True,"(184322,)","(184322,)",153,T153
76,1,0,1,0,0,0,184324,True,"IRGC intercepts US-Israeli missile, shoots down 2 hostile drones over Iran The Islamic Revolution Guards...",2026-04-07 17:15:37+00:00,2026-04-07 17:15:37+00:00,184324,0,True,"(184324,)","(184324,)",154,T154
77,1,0,1,0,0,0,184326,True,‘Assault on humanity’s shared heritage’: Iran warns UNESCO about Israeli threats to national railway Iran’s...,2026-04-07 17:25:01+00:00,2026-04-07 17:25:01+00:00,184326,0,True,"(184326,)","(184326,)",155,T155
78,1,0,1,0,0,0,184327,True,Ansarullah stresses independence of its decision to act against Israeli-American aggression Yemeni...,2026-04-07 17:40:01+00:00,2026-04-07 17:40:01+00:00,184327,0,True,"(184327,)","(184327,)",156,T156
79,1,0,1,0,0,0,184328,True,Congressman Robert Garcia joins the other American politicians demanding invocation of the 25th amendment...,2026-04-07 17:42:11+00:00,2026-04-07 17:42:11+00:00,184328,0,True,"(184328,)","(184328,)",157,T157
80,1,0,1,0,0,0,184329,True,Iravani: Iran Firmly Rejects Temporary Ceasefire The Permanent Representative of the Islamic Republic of...,2026-04-07 18:03:04+00:00,2026-04-07 18:03:04+00:00,184329,0,True,"(184329,)","(184329,)",158,T158
81,1,0,1,0,0,0,184331,True,"Iran's FM spokesman: The power of a ""CIVILIZED"" nation's culture, logic, and faith in its righteous cause...",2026-04-07 18:15:09+00:00,2026-04-07 18:15:09+00:00,184331,0,True,"(184331,)","(184331,)",159,T159
82,1,0,1,0,0,0,184332,True,Bernie Sanders on Trump's war crime and genocide threat against Iranian nation. @PressTV,2026-04-07 18:30:59+00:00,2026-04-07 18:30:59+00:00,184332,0,True,"(184332,)","(184332,)",160,T160
83,1,0,1,0,0,0,184333,True,20 minutes. Zero truth. Same old lies. Trump gave a speech on the Iran war — and expected people to clap...,2026-04-07 18:31:16+00:00,2026-04-07 18:31:16+00:00,184333,0,True,"(184333,)","(184333,)",161,T161
84,1,0,1,0,0,0,184334,True,Iranian civilians continue forming human chains near the country's power plants. @PressTV,2026-04-07 18:45:06+00:00,2026-04-07 18:45:06+00:00,184334,0,True,"(184334,)","(184334,)",162,T162
85,1,0,1,0,0,0,184335,True,(media-only message),2026-04-07 18:45:06+00:00,2026-04-07 18:45:06+00:00,184335,0,True,"(184335,)","(184335,)",163,T163
86,1,0,1,0,0,0,184336,True,(media-only message),2026-04-07 18:45:06+00:00,2026-04-07 18:45:06+00:00,184336,0,True,"(184336,)","(184336,)",164,T164
87,1,0,1,0,0,0,184337,True,Two pharmacists killed as US-Israeli aggression targets 25 Iranian pharma units in 40 days American and...,2026-04-07 19:04:25+00:00,2026-04-07 19:04:25+00:00,184337,0,True,"(184337,)","(184337,)",165,T165
88,1,0,1,0,0,0,184338,True,Civilized Iran will win over US logic of brute force: FM spokesman The spokesman of the Iranian Foreign...,2026-04-07 19:11:42+00:00,2026-04-07 19:11:42+00:00,184338,0,True,"(184338,)","(184338,)",166,T166
89,1,0,1,0,0,0,184339,True,Formation of a human chain by Iranian youth next to the country's nuclear power plant in Bushehr following...,2026-04-07 19:15:05+00:00,2026-04-07 19:15:05+00:00,184339,0,True,"(184339,)","(184339,)",167,T167
90,1,0,1,0,0,0,184340,True,Pope Leo XIV says that Trump's threat to destroy Iranian civilization is “truly unacceptable” and that any...,2026-04-07 19:17:01+00:00,2026-04-07 19:17:01+00:00,184340,0,True,"(184340,)","(184340,)",168,T168
91,1,0,1,0,0,0,184341,True,Angry Iraqi civilians removed the Kuwaiti flag from the top of the Persian Gulf monarchy's consulate in the...,2026-04-07 19:27:52+00:00,2026-04-07 19:27:52+00:00,184341,0,True,"(184341,)","(184341,)",169,T169
92,1,0,1,0,0,0,184342,True,"Russia, China block Bahrain-sponsored UN resolution on Strait of Hormuz Russia and China vetoed a UN...",2026-04-07 19:32:58+00:00,2026-04-07 19:32:58+00:00,184342,0,True,"(184342,)","(184342,)",170,T170
93,1,0,1,0,0,0,184343,True,Global quagmire triggered by US-Israeli bombing of Iran’s petrochemical sector In the early hours of...,2026-04-07 19:40:06+00:00,2026-04-07 19:40:06+00:00,184343,0,True,"(184343,)","(184343,)",171,T171
94,1,0,1,0,0,0,184344,True,Iranian missile successfully obliterates its target in the occupied Palestine. @PressTV,2026-04-07 19:51:01+00:00,2026-04-07 19:51:01+00:00,184344,0,True,"(184344,)","(184344,)",172,T172
95,1,0,1,0,0,0,184345,True,Angry Iraqi protesters storm the Kuwaiti consulate in response to the brutal American aggression launched...,2026-04-07 20:05:08+00:00,2026-04-07 20:05:08+00:00,184345,0,True,"(184345,)","(184345,)",173,T173
96,1,0,1,0,0,0,184346,True,"US will burn in ‘regional inferno’ in case of reckless move, warns advisor to Leader A senior advisor to...",2026-04-07 20:25:07+00:00,2026-04-07 20:25:07+00:00,184346,0,True,"(184346,)","(184346,)",174,T174
97,1,0,1,0,0,0,184347,True,Spokesperson of the Khatam al-Anbiya Central Headquarters: The Iranian armed forces will take action...,2026-04-07 20:26:59+00:00,2026-04-07 20:26:59+00:00,184347,0,True,"(184347,)","(184347,)",175,T175
98,1,0,1,0,0,0,184348,True,Trump (the one responsible for murder of thousands of Iranian civilians including hundreds of Iranian...,2026-04-07 20:29:15+00:00,2026-04-07 20:29:15+00:00,184348,0,True,"(184348,)","(184348,)",176,T176
99,1,0,1,0,0,0,184349,True,"""Iran can shut down the Strait of Hormuz and keep it shut down"" Scott Ritter states that Iran has long...",2026-04-07 20:40:06+00:00,2026-04-07 20:40:06+00:00,184349,0,True,"(184349,)","(184349,)",177,T177
100,1,0,1,0,0,0,184350,True,US-Israeli airstrikes targeted Iran's Arak aluminum plant and the Fajr Petrochemical Complex in Mahshahr....,2026-04-07 20:45:44+00:00,2026-04-07 20:45:44+00:00,184350,0,True,"(184350,)","(184350,)",178,T178
101,1,0,1,0,0,0,184351,True,Reverend Raphael Warnock Senator from Georgia on Trump's threat of genocide and war crimes against the...,2026-04-07 20:53:42+00:00,2026-04-07 20:53:42+00:00,184351,0,True,"(184351,)","(184351,)",179,T179
102,1,0,1,0,0,0,184352,True,"""There will be a complete reset of the global economy"" Scott Ritter says if the US attacks Iranian...",2026-04-07 21:07:01+00:00,2026-04-07 21:07:01+00:00,184352,0,True,"(184352,)","(184352,)",180,T180
103,1,0,1,0,0,0,184353,True,Iranians keep flooding the streets across the country despite Trump's genocidal threats against the entire...,2026-04-07 21:29:01+00:00,2026-04-07 21:29:01+00:00,184353,0,True,"(184353,)","(184353,)",181,T181
104,1,0,1,0,0,0,184354,True,Iraqis show support for Iran in the face of American and Israeli acts of terror against the Iranian nation...,2026-04-07 21:45:05+00:00,2026-04-07 21:45:05+00:00,184354,0,True,"(184354,)","(184354,)",182,T182
105,1,0,1,0,0,0,184355,True,‘Pure evil’: US lawmakers slam Trump for threatening ‘Iran civilization will die’ Democratic members of...,2026-04-07 22:10:03+00:00,2026-04-07 22:10:03+00:00,184355,0,True,"(184355,)","(184355,)",183,T183
106,1,0,1,0,0,0,184356,True,"IMF Chief: Iran War Means ""All Roads"" Lead to Inflation Kristalina Georgieva has warned that the US-Israeli...",2026-04-07 22:29:01+00:00,2026-04-07 22:29:01+00:00,184356,0,True,"(184356,)","(184356,)",184,T184
107,1,0,1,0,0,0,184357,True,BREAKING: Trump:I agree to suspend the bombing and attack of Iran for a period of two weeks. This will be a...,2026-04-07 22:35:55+00:00,2026-04-07 22:35:55+00:00,184357,0,True,"(184357,)","(184357,)",185,T185
108,1,0,1,0,0,0,184358,True,Nancy Pelosi on Trump's genocidal threats of anhilliation against the whole Iranian nation. @PressTV,2026-04-07 22:45:02+00:00,2026-04-07 22:45:02+00:00,184358,0,True,"(184358,)","(184358,)",186,T186
109,1,0,1,0,0,0,184359,True,"After accepting Iran's conditions, US President Trump announced a two-week ceasefire. @PressTV",2026-04-07 22:47:11+00:00,2026-04-07 22:47:11+00:00,184359,0,True,"(184359,)","(184359,)",187,T187
110,1,0,1,0,0,0,184360,True,Illinois representative Mike Quigley: I'm officially calling for the Cabinet to remove Trump from office...,2026-04-07 22:51:09+00:00,2026-04-07 22:51:09+00:00,184360,0,True,"(184360,)","(184360,)",188,T188
